indicatorId,geoUnit,year,value,qualifier,magnitude
XGOVEXP.IMF,ABW,2000,21.80771064758301,,
XGOVEXP.IMF,ABW,2001,21.32317924499512,,
XGOVEXP.IMF,ABW,2002,19.75715065002441,,
XGOVEXP.IMF,ABW,2004,14.90291023254395,,
XGOVEXP.IMF,ABW,2005,18.88828086853027,,
XGOVEXP.IMF,ABW,2007,20.79264068603516,,
XGOVEXP.IMF,ABW,2008,19.02882957458496,,
XGOVEXP.IMF,ABW,2009,21.56355094909668,,
XGOVEXP.IMF,ABW,2010,22.17678070068359,,
XGOVEXP.IMF,ABW,2011,21.75053977966309,,
XGOVEXP.IMF,ABW,2012,20.63408088684082,,
XGOVEXP.IMF,ABW,2013,21.87763023376465,,
XGOVEXP.IMF,ABW,2014,19.61797904968262,,
XGOVEXP.IMF,ABW,2015,23.20137977600098,,
XGOVEXP.IMF,ABW,2016,21.85375022888184,,
XGOVEXP.IMF,ABW,2017,18.52140849515657,,
XGOVEXP.IMF,ABW,2018,20.12344033946892,,
XGOVEXP.IMF,ABW,2019,19.40142706009356,,
XGOVEXP.IMF,ABW,2021,10.95644296081246,,
XGOVEXP.IMF,AFG,2010,17.07712936401367,,
XGOVEXP.IMF,AFG,2011,16.04842948913574,,
XGOVEXP.IMF,AFG,2012,10.3568000793457,,
XGOVEXP.IMF,AFG,2013,14.1028003692627,,
XGOVEXP.IMF,AFG,2014,14.46592998504639,,
XGOVEXP.IMF,AFG,2015,12.50899982452393,,
XGOVEXP.IMF,AFG,2016,16.21170043945313,UIS_EST,
XGOVEXP.IMF,AFG,2017,15.66137981414795,UIS_EST,
XGOVEXP.IMF,AGO,2000,5.255080223083496,,
XGOVEXP.IMF,AGO,2005,7.992350101470947,,
XGOVEXP.IMF,AGO,2006,7.454790115356445,,
XGOVEXP.IMF,AGO,2010,8.684769630432129,,
XGOVEXP.IMF,AGO,2012,8.370432445245541,,
XGOVEXP.IMF,AGO,2013,8.826970611277849,,
XGOVEXP.IMF,AGO,2015,8.918776535199198,,
XGOVEXP.IMF,AGO,2016,6.550974048507172,,
XGOVEXP.IMF,AGO,2017,6.763776862139573,,
XGOVEXP.IMF,AGO,2018,5.777524545665425,,
XGOVEXP.IMF,AGO,2019,6.045355647235148,,
XGOVEXP.IMF,AGO,2020,5.294735722737711,,
XGOVEXP.IMF,AGO,2021,6.919610063027055,,
XGOVEXP.IMF,AGO,2022,6.640472120780773,,
XGOVEXP.IMF,AGO,2023,7.738962509912019,,
XGOVEXP.IMF,AGO,2024,6.36976605603197,,
XGOVEXP.IMF,AGO,2025,6.524646543748751,,
XGOVEXP.IMF,AIA,2013,12.04232749356389,,
XGOVEXP.IMF,AIA,2014,11.60092064586532,,
XGOVEXP.IMF,AIA,2015,12.54403384916802,,
XGOVEXP.IMF,AIA,2016,11.97237149643151,,
XGOVEXP.IMF,AIA,2017,11.59026985581959,,
XGOVEXP.IMF,AIA,2018,9.108467654682055,,
XGOVEXP.IMF,AIA,2019,11.11986072965301,,
XGOVEXP.IMF,AIA,2020,10.67566828407773,,
XGOVEXP.IMF,AIA,2021,11.04676370718868,,
XGOVEXP.IMF,AIA,2022,13.35959095412863,,
XGOVEXP.IMF,AIA,2023,12.97385720863458,,
XGOVEXP.IMF,AIA,2024,10.2872343982428,,
XGOVEXP.IMF,ALB,2000,10.13702964782715,,
XGOVEXP.IMF,ALB,2001,10.58193016052246,,
XGOVEXP.IMF,ALB,2002,9.886919975280762,,
XGOVEXP.IMF,ALB,2003,10.57359981536865,,
XGOVEXP.IMF,ALB,2004,10.70316028594971,,
XGOVEXP.IMF,ALB,2005,11.35797023773193,,
XGOVEXP.IMF,ALB,2006,10.93295001983643,,
XGOVEXP.IMF,ALB,2007,11.17718982696533,,
XGOVEXP.IMF,ALB,2011,10.96722347168107,,
XGOVEXP.IMF,ALB,2012,11.50985671468504,,
XGOVEXP.IMF,ALB,2013,12.12390995025635,,
XGOVEXP.IMF,ALB,2014,10.91816811673631,,
XGOVEXP.IMF,ALB,2015,11.17755031585693,,
XGOVEXP.IMF,ALB,2016,13.59696006774902,,
XGOVEXP.IMF,ALB,2017,12.38521003723145,,
XGOVEXP.IMF,ALB,2018,10.88173224365852,,
XGOVEXP.IMF,ALB,2019,13.43340015411377,,
XGOVEXP.IMF,ALB,2020,10.26743030548096,,
XGOVEXP.IMF,ALB,2021,9.40900993347168,,
XGOVEXP.IMF,ALB,2022,9.014089584350586,,
XGOVEXP.IMF,ALB,2023,10.85657978057861,,
XGOVEXP.IMF,AND,2012,9.841613913290761,,
XGOVEXP.IMF,AND,2013,6.195529937744141,,
XGOVEXP.IMF,AND,2014,13.31521034240723,,
XGOVEXP.IMF,AND,2015,10.44281005859375,,
XGOVEXP.IMF,AND,2016,9.99098014831543,,
XGOVEXP.IMF,AND,2017,9.392439842224121,,
XGOVEXP.IMF,AND,2018,13.4619197845459,,
XGOVEXP.IMF,AND,2019,10.89523983001709,,
XGOVEXP.IMF,AND,2020,8.991869225938949,,
XGOVEXP.IMF,AND,2021,10.26473536638295,,
XGOVEXP.IMF,AND,2022,6.961289882659912,,
XGOVEXP.IMF,AND,2023,11.62092018127441,,
XGOVEXP.IMF,AND,2024,12.00451540811257,,
XGOVEXP.IMF,AND,2025,12.12907962336176,,
XGOVEXP.IMF,ARE,2019,13.56886959075928,,
XGOVEXP.IMF,ARE,2020,12.79823017120361,,
XGOVEXP.IMF,ARE,2021,14.75561046600342,,
XGOVEXP.IMF,ARG,2000,16.22615051269531,,
XGOVEXP.IMF,ARG,2001,16.35596084594727,,
XGOVEXP.IMF,ARG,2002,16.44220924377441,,
XGOVEXP.IMF,ARG,2003,14.35472011566162,,
XGOVEXP.IMF,ARG,2004,15.13930034637451,,
XGOVEXP.IMF,ARG,2005,15.8031702041626,,
XGOVEXP.IMF,ARG,2006,15.50984001159668,,
XGOVEXP.IMF,ARG,2007,15.10157012939453,,
XGOVEXP.IMF,ARG,2008,15.74783992767334,,
XGOVEXP.IMF,ARG,2009,16.02066993713379,,
XGOVEXP.IMF,ARG,2010,15.04796981811523,,
XGOVEXP.IMF,ARG,2011,15.15855979919434,,
XGOVEXP.IMF,ARG,2012,14.51826000213623,,
XGOVEXP.IMF,ARG,2013,14.45792961120605,,
XGOVEXP.IMF,ARG,2014,13.79932975769043,,
XGOVEXP.IMF,ARG,2015,13.96331024169922,,
XGOVEXP.IMF,ARG,2016,13.35554027557373,,
XGOVEXP.IMF,ARG,2017,13.26391983032227,,
XGOVEXP.IMF,ARG,2018,12.52334022521973,,
XGOVEXP.IMF,ARG,2019,12.51445960998535,,
XGOVEXP.IMF,ARG,2020,12.42228984832764,,
XGOVEXP.IMF,ARG,2021,12.28489971160889,,
XGOVEXP.IMF,ARG,2022,12.70757961273193,,
XGOVEXP.IMF,ARG,2023,13.96695794692157,,
XGOVEXP.IMF,ARM,2005,13.64809036254883,,
XGOVEXP.IMF,ARM,2006,13.57851982116699,,
XGOVEXP.IMF,ARM,2007,13.46558952331543,,
XGOVEXP.IMF,ARM,2008,14.2684497833252,,
XGOVEXP.IMF,ARM,2009,13.45121955871582,,
XGOVEXP.IMF,ARM,2010,12.40050983428955,,
XGOVEXP.IMF,ARM,2011,12.59333992004395,,
XGOVEXP.IMF,ARM,2012,12.36896991729736,,
XGOVEXP.IMF,ARM,2013,11.13675975799561,,
XGOVEXP.IMF,ARM,2014,9.367119789123535,,
XGOVEXP.IMF,ARM,2015,10.65635967254639,,
XGOVEXP.IMF,ARM,2016,10.19719982147217,,
XGOVEXP.IMF,ARM,2017,10.40312957763672,,
XGOVEXP.IMF,ARM,2018,8.678587595846022,,
XGOVEXP.IMF,ARM,2019,8.575244272365575,,
XGOVEXP.IMF,ARM,2020,8.827779769897461,,
XGOVEXP.IMF,ARM,2021,9.655320167541504,,
XGOVEXP.IMF,ARM,2022,9.446550369262695,,
XGOVEXP.IMF,ARM,2023,9.03689956665039,,
XGOVEXP.IMF,ARM,2024,9.440014663011535,,
XGOVEXP.IMF,ARM,2025,8.708362807732591,,
XGOVEXP.IMF,ATG,2002,11.70153999328613,,
XGOVEXP.IMF,ATG,2009,6.928140163421631,,
XGOVEXP.IMF,ATG,2012,10.14325661585533,,
XGOVEXP.IMF,ATG,2013,10.73023376289031,,
XGOVEXP.IMF,ATG,2014,10.31662372166527,,
XGOVEXP.IMF,ATG,2015,7.630211861107441,,
XGOVEXP.IMF,ATG,2016,6.483569777718107,,
XGOVEXP.IMF,ATG,2017,7.172854627390551,,
XGOVEXP.IMF,ATG,2018,7.587625434543993,,
XGOVEXP.IMF,ATG,2019,9.543664171125895,,
XGOVEXP.IMF,ATG,2020,7.378756730220585,,
XGOVEXP.IMF,ATG,2021,6.85999508093725,,
XGOVEXP.IMF,ATG,2022,7.805379692752923,,
XGOVEXP.IMF,ATG,2023,8.669606644639806,,
XGOVEXP.IMF,ATG,2024,11.03589805478581,,
XGOVEXP.IMF,ATG,2025,5.870046190306808,,
XGOVEXP.IMF,AUS,2020,12.16866016387939,,
XGOVEXP.IMF,AUS,2021,12.11161041259766,,
XGOVEXP.IMF,AUS,2022,12.65207958221436,,
XGOVEXP.IMF,AUT,2000,11.0332202911377,,
XGOVEXP.IMF,AUT,2001,10.81678009033203,,
XGOVEXP.IMF,AUT,2002,10.77766036987305,,
XGOVEXP.IMF,AUT,2003,10.41788005828857,,
XGOVEXP.IMF,AUT,2004,9.835470199584961,,
XGOVEXP.IMF,AUT,2005,10.22817039489746,,
XGOVEXP.IMF,AUT,2006,10.33712005615234,,
XGOVEXP.IMF,AUT,2007,10.41668033599854,,
XGOVEXP.IMF,AUT,2008,10.51202964782715,,
XGOVEXP.IMF,AUT,2009,10.56037044525146,,
XGOVEXP.IMF,AUT,2010,10.75069046020508,,
XGOVEXP.IMF,AUT,2011,10.96181964874268,,
XGOVEXP.IMF,AUT,2012,10.65845966339111,,
XGOVEXP.IMF,AUT,2013,10.67006969451904,,
XGOVEXP.IMF,AUT,2014,10.49254035949707,,
XGOVEXP.IMF,AUT,2015,10.7222204208374,,
XGOVEXP.IMF,AUT,2016,10.87989044189453,,
XGOVEXP.IMF,AUT,2017,10.84245014190674,,
XGOVEXP.IMF,AUT,2018,10.68115043640137,,
XGOVEXP.IMF,AUT,2019,10.67115020751953,,
XGOVEXP.IMF,AUT,2020,9.735380172729492,,
XGOVEXP.IMF,AUT,2021,9.782340049743652,,
XGOVEXP.IMF,AUT,2022,9.93358039855957,,
XGOVEXP.IMF,AZE,2000,21.11907958984375,,
XGOVEXP.IMF,AZE,2001,20.87755012512207,,
XGOVEXP.IMF,AZE,2002,13.6307201385498,,
XGOVEXP.IMF,AZE,2003,15.1708402633667,,
XGOVEXP.IMF,AZE,2004,14.23503971099854,,
XGOVEXP.IMF,AZE,2005,13.2231502532959,,
XGOVEXP.IMF,AZE,2006,10.10041999816895,,
XGOVEXP.IMF,AZE,2007,9.779370307922363,,
XGOVEXP.IMF,AZE,2008,7.763840198516846,,
XGOVEXP.IMF,AZE,2009,9.3439302444458,,
XGOVEXP.IMF,AZE,2010,8.70083999633789,,
XGOVEXP.IMF,AZE,2011,7.219860076904297,,
XGOVEXP.IMF,AZE,2012,5.643670082092285,,
XGOVEXP.IMF,AZE,2013,6.46412992477417,,
XGOVEXP.IMF,AZE,2014,7.238729953765869,,
XGOVEXP.IMF,AZE,2015,7.627110004425049,,
XGOVEXP.IMF,AZE,2016,8.195779800415039,,
XGOVEXP.IMF,AZE,2017,6.954559803009033,,
XGOVEXP.IMF,AZE,2018,7.399650096893311,,
XGOVEXP.IMF,AZE,2019,9.767569541931152,NAT_EST,
XGOVEXP.IMF,AZE,2020,10.78785037994385,NAT_EST,
XGOVEXP.IMF,AZE,2021,11.50881958007813,,
XGOVEXP.IMF,AZE,2022,11.63961029052734,,
XGOVEXP.IMF,AZE,2023,11.18455028533936,,
XGOVEXP.IMF,AZE,2024,11.44960076291508,,
XGOVEXP.IMF,AZE,2025,11.92361606564979,,
XGOVEXP.IMF,BDI,2000,10.73526000976563,,
XGOVEXP.IMF,BDI,2001,11.43313026428223,,
XGOVEXP.IMF,BDI,2002,12.48608016967773,,
XGOVEXP.IMF,BDI,2004,9.17908000946045,,
XGOVEXP.IMF,BDI,2005,10.95926952362061,,
XGOVEXP.IMF,BDI,2008,12.61553955078125,,
XGOVEXP.IMF,BDI,2009,16.30168914794922,,
XGOVEXP.IMF,BDI,2010,16.58810043334961,,
XGOVEXP.IMF,BDI,2011,14.97929954528809,,
XGOVEXP.IMF,BDI,2012,16.42831993103027,,
XGOVEXP.IMF,BDI,2013,17.24325942993164,,
XGOVEXP.IMF,BDI,2014,23.84000015258789,UIS_EST,
XGOVEXP.IMF,BDI,2015,27.49724006652832,UIS_EST,
XGOVEXP.IMF,BDI,2016,20.78461074829102,UIS_EST,
XGOVEXP.IMF,BDI,2017,19.76485061645508,UIS_EST,
XGOVEXP.IMF,BDI,2018,19.51926040649414,,
XGOVEXP.IMF,BDI,2019,21.2221666369194,,
XGOVEXP.IMF,BDI,2020,20.74195234309137,,
XGOVEXP.IMF,BDI,2021,20.43854000560069,,
XGOVEXP.IMF,BDI,2022,20.63708380730232,,
XGOVEXP.IMF,BDI,2025,14.40420967990766,,
XGOVEXP.IMF,BEL,2005,11.1755199432373,,
XGOVEXP.IMF,BEL,2008,12.47245025634766,,
XGOVEXP.IMF,BEL,2009,11.80014991760254,,
XGOVEXP.IMF,BEL,2010,11.94892024993896,,
XGOVEXP.IMF,BEL,2011,11.60301971435547,,
XGOVEXP.IMF,BEL,2012,11.67440032958984,,
XGOVEXP.IMF,BEL,2013,11.80877017974854,,
XGOVEXP.IMF,BEL,2014,11.83518981933594,,
XGOVEXP.IMF,BEL,2015,12.00726985931396,,
XGOVEXP.IMF,BEL,2016,12.15122032165527,,
XGOVEXP.IMF,BEL,2017,12.34185981750488,,
XGOVEXP.IMF,BEL,2018,12.18058013916016,,
XGOVEXP.IMF,BEL,2019,12.2196102142334,,
XGOVEXP.IMF,BEL,2020,11.55578994750977,,
XGOVEXP.IMF,BEL,2021,11.61668014526367,,
XGOVEXP.IMF,BEL,2022,12.01735973358154,,
XGOVEXP.IMF,BEN,2000,13.51319980621338,,
XGOVEXP.IMF,BEN,2001,15.31058025360107,,
XGOVEXP.IMF,BEN,2002,14.12907981872559,,
XGOVEXP.IMF,BEN,2003,16.68252944946289,,
XGOVEXP.IMF,BEN,2004,19.21394920349121,,
XGOVEXP.IMF,BEN,2005,18.79039001464844,,
XGOVEXP.IMF,BEN,2006,19.70960998535156,,
XGOVEXP.IMF,BEN,2007,14.94869041442871,,
XGOVEXP.IMF,BEN,2008,19.08857917785645,,
XGOVEXP.IMF,BEN,2009,18.17561912536621,,
XGOVEXP.IMF,BEN,2010,26.14396095275879,,
XGOVEXP.IMF,BEN,2012,25.02131080627441,,
XGOVEXP.IMF,BEN,2013,22.34122085571289,,
XGOVEXP.IMF,BEN,2014,22.22771072387695,,
XGOVEXP.IMF,BEN,2015,17.47952079772949,,
XGOVEXP.IMF,BEN,2016,18.79140090942383,UIS_EST,
XGOVEXP.IMF,BEN,2017,19.8796501159668,UIS_EST,
XGOVEXP.IMF,BEN,2018,17.70918083190918,UIS_EST,
XGOVEXP.IMF,BEN,2019,18.86811614915913,,
XGOVEXP.IMF,BEN,2020,15.72035389877586,,
XGOVEXP.IMF,BEN,2021,14.7747873406015,,
XGOVEXP.IMF,BEN,2022,14.99147068718993,,
XGOVEXP.IMF,BEN,2023,15.797556817439,,
XGOVEXP.IMF,BEN,2024,17.96803182192264,,
XGOVEXP.IMF,BEN,2025,18.02168943239186,,
XGOVEXP.IMF,BFA,2005,19.49419021606445,,
XGOVEXP.IMF,BFA,2006,18.20170021057129,,
XGOVEXP.IMF,BFA,2007,17.86381912231445,,
XGOVEXP.IMF,BFA,2010,16.17281913757324,,
XGOVEXP.IMF,BFA,2011,19.5006103515625,,
XGOVEXP.IMF,BFA,2012,15.8953800201416,,
XGOVEXP.IMF,BFA,2013,16.16527938842773,,
XGOVEXP.IMF,BFA,2014,19.36811065673828,,
XGOVEXP.IMF,BFA,2015,18.02708053588867,,
XGOVEXP.IMF,BFA,2017,21.44400024414063,UIS_EST,
XGOVEXP.IMF,BFA,2018,22.66116905212402,UIS_EST,
XGOVEXP.IMF,BFA,2019,21.65662042305029,,
XGOVEXP.IMF,BFA,2020,20.99245879205485,,
XGOVEXP.IMF,BFA,2021,21.39246515992313,,
XGOVEXP.IMF,BFA,2022,21.9580967321077,,
XGOVEXP.IMF,BFA,2023,20.2971969686914,,
XGOVEXP.IMF,BGD,2000,20.49041938781738,,
XGOVEXP.IMF,BGD,2001,18.58477973937988,,
XGOVEXP.IMF,BGD,2002,15.69379997253418,,
XGOVEXP.IMF,BGD,2003,16.6816291809082,,
XGOVEXP.IMF,BGD,2004,15.95312023162842,,
XGOVEXP.IMF,BGD,2006,17.3365306854248,,
XGOVEXP.IMF,BGD,2007,18.15340042114258,,
XGOVEXP.IMF,BGD,2008,17.81619071960449,,
XGOVEXP.IMF,BGD,2009,14.02987003326416,,
XGOVEXP.IMF,BGD,2011,16.79397010803223,,
XGOVEXP.IMF,BGD,2012,15.74512004852295,,
XGOVEXP.IMF,BGD,2013,14.03474044799805,UIS_EST,
XGOVEXP.IMF,BGD,2014,13.30632793577933,,
XGOVEXP.IMF,BGD,2015,12.04410314352193,,
XGOVEXP.IMF,BGD,2016,11.0494499206543,,
XGOVEXP.IMF,BGD,2018,14.24517178526184,,
XGOVEXP.IMF,BGD,2019,8.732970237731934,,
XGOVEXP.IMF,BGD,2020,15.03070258948972,,
XGOVEXP.IMF,BGD,2021,12.76997604748202,,
XGOVEXP.IMF,BGD,2022,12.40404380791912,,
XGOVEXP.IMF,BGD,2023,13.00122481669384,,
XGOVEXP.IMF,BGD,2024,11.99301640226573,,
XGOVEXP.IMF,BGD,2025,11.88343789209536,,
XGOVEXP.IMF,BGR,2001,9.277739524841309,,
XGOVEXP.IMF,BGR,2002,9.654319763183594,,
XGOVEXP.IMF,BGR,2003,11.18025016784668,,
XGOVEXP.IMF,BGR,2004,12.27917957305908,,
XGOVEXP.IMF,BGR,2005,12.07252025604248,,
XGOVEXP.IMF,BGR,2006,12.01047992706299,,
XGOVEXP.IMF,BGR,2007,11.11392021179199,,
XGOVEXP.IMF,BGR,2008,12.61225986480713,,
XGOVEXP.IMF,BGR,2009,12.6567497253418,,
XGOVEXP.IMF,BGR,2010,11.16341972351074,,
XGOVEXP.IMF,BGR,2011,11.10004997253418,,
XGOVEXP.IMF,BGR,2012,10.69091987609863,,
XGOVEXP.IMF,BGR,2013,11.43980026245117,,
XGOVEXP.IMF,BGR,2017,12.73095035552979,,
XGOVEXP.IMF,BGR,2018,11.79002952575684,,
XGOVEXP.IMF,BGR,2019,11.70670986175537,,
XGOVEXP.IMF,BGR,2020,11.91499996185303,,
XGOVEXP.IMF,BGR,2021,12.25271034240723,,
XGOVEXP.IMF,BGR,2022,11.98184967041016,,
XGOVEXP.IMF,BHR,2006,11.91866016387939,,
XGOVEXP.IMF,BHR,2007,11.02672958374023,,
XGOVEXP.IMF,BHR,2008,10.55867004394531,,
XGOVEXP.IMF,BHR,2010,8.625524229684478,,
XGOVEXP.IMF,BHR,2011,8.769654500444263,,
XGOVEXP.IMF,BHR,2012,8.179829597473145,,
XGOVEXP.IMF,BHR,2013,7.458600044250488,,
XGOVEXP.IMF,BHR,2014,8.684029579162598,,
XGOVEXP.IMF,BHR,2015,7.328189849853516,,
XGOVEXP.IMF,BHR,2016,9.620668061041863,,
XGOVEXP.IMF,BHR,2017,7.223849773406982,,
XGOVEXP.IMF,BHR,2018,9.251309015842061,,
XGOVEXP.IMF,BHR,2019,8.55740317815593,,
XGOVEXP.IMF,BHR,2020,7.138605286289597,,
XGOVEXP.IMF,BHR,2021,7.664672447013593,,
XGOVEXP.IMF,BHR,2022,7.660179863727669,,
XGOVEXP.IMF,BHR,2023,7.724914375449581,,
XGOVEXP.IMF,BHR,2024,8.7409747478851,,
XGOVEXP.IMF,BHR,2025,8.336649790977546,,
XGOVEXP.IMF,BHS,2000,19.79520988464355,UIS_EST,
XGOVEXP.IMF,BHS,2010,12.49522559877134,,
XGOVEXP.IMF,BHS,2011,12.36150148265652,,
XGOVEXP.IMF,BHS,2012,12.17644841679832,,
XGOVEXP.IMF,BHS,2013,12.14246608523937,,
XGOVEXP.IMF,BHS,2014,12.08616846380537,,
XGOVEXP.IMF,BHS,2015,11.55411694216819,,
XGOVEXP.IMF,BHS,2016,11.64422612027612,,
XGOVEXP.IMF,BHS,2017,11.53251878655341,,
XGOVEXP.IMF,BHS,2018,12.79880419210419,,
XGOVEXP.IMF,BHS,2019,12.91649652305366,,
XGOVEXP.IMF,BHS,2020,12.65664036288942,,
XGOVEXP.IMF,BHS,2021,10.68517684956843,,
XGOVEXP.IMF,BHS,2022,10.35661261851113,,
XGOVEXP.IMF,BHS,2023,11.59723907553566,,
XGOVEXP.IMF,BHS,2024,10.84636552563694,,
XGOVEXP.IMF,BHS,2025,10.61935778028382,,
XGOVEXP.IMF,BIH,2016,10.28658008575439,,
XGOVEXP.IMF,BIH,2018,9.630789756774902,,
XGOVEXP.IMF,BIH,2019,10.13315010070801,,
XGOVEXP.IMF,BIH,2021,10.1768798828125,,
XGOVEXP.IMF,BLR,2004,12.55235004425049,,
XGOVEXP.IMF,BLR,2005,12.62010955810547,,
XGOVEXP.IMF,BLR,2006,12.45032024383545,,
XGOVEXP.IMF,BLR,2007,10.13372039794922,,
XGOVEXP.IMF,BLR,2009,8.449549674987793,,
XGOVEXP.IMF,BLR,2010,11.77812957763672,,
XGOVEXP.IMF,BLR,2011,11.62664985656738,,
XGOVEXP.IMF,BLR,2012,12.75230026245117,,
XGOVEXP.IMF,BLR,2013,12.2739896774292,,
XGOVEXP.IMF,BLR,2014,12.40672016143799,,
XGOVEXP.IMF,BLR,2015,11.46173000335693,,
XGOVEXP.IMF,BLR,2016,12.15878009796143,,
XGOVEXP.IMF,BLR,2017,12.28168964385986,,
XGOVEXP.IMF,BLR,2018,12.7802095413208,,
XGOVEXP.IMF,BLR,2019,13.33073997497559,,
XGOVEXP.IMF,BLR,2020,12.78114986419678,,
XGOVEXP.IMF,BLR,2021,12.81599998474121,,
XGOVEXP.IMF,BLR,2022,12.1897497177124,,
XGOVEXP.IMF,BLR,2023,12.28238010406494,,
XGOVEXP.IMF,BLR,2024,13.18033027648926,,
XGOVEXP.IMF,BLZ,2000,15.61225986480713,,
XGOVEXP.IMF,BLZ,2001,18.30537033081055,,
XGOVEXP.IMF,BLZ,2003,16.02519035339355,,
XGOVEXP.IMF,BLZ,2004,16.32427978515625,,
XGOVEXP.IMF,BLZ,2008,19.4965991973877,,
XGOVEXP.IMF,BLZ,2009,22.05760955810547,,
XGOVEXP.IMF,BLZ,2010,22.61046981811523,,
XGOVEXP.IMF,BLZ,2011,21.5642707347762,,
XGOVEXP.IMF,BLZ,2012,21.23012168501997,,
XGOVEXP.IMF,BLZ,2013,23.13282012939453,,
XGOVEXP.IMF,BLZ,2014,21.56307983398438,,
XGOVEXP.IMF,BLZ,2015,21.59255027770996,,
XGOVEXP.IMF,BLZ,2016,20.48530006408691,,
XGOVEXP.IMF,BLZ,2017,21.5186595916748,,
XGOVEXP.IMF,BLZ,2018,22.14901924133301,,
XGOVEXP.IMF,BLZ,2019,22.22006034851074,,
XGOVEXP.IMF,BLZ,2020,18.99353981018066,,
XGOVEXP.IMF,BLZ,2021,17.95356941223145,,
XGOVEXP.IMF,BLZ,2022,17.83135032653809,,
XGOVEXP.IMF,BLZ,2023,18.53170967102051,,
XGOVEXP.IMF,BLZ,2024,18.9034569346512,,
XGOVEXP.IMF,BMU,2003,11.03660011291504,,
XGOVEXP.IMF,BMU,2004,11.11384963989258,,
XGOVEXP.IMF,BMU,2005,12.10540008544922,,
XGOVEXP.IMF,BMU,2009,13.97043037414551,,
XGOVEXP.IMF,BMU,2010,12.93424034118652,,
XGOVEXP.IMF,BMU,2014,7.796440124511719,,
XGOVEXP.IMF,BMU,2015,9.018799781799316,,
XGOVEXP.IMF,BMU,2017,7.773469924926758,,
XGOVEXP.IMF,BOL,2006,21.56677055358887,,
XGOVEXP.IMF,BOL,2007,20.58189964294434,,
XGOVEXP.IMF,BOL,2008,19.02747917175293,,
XGOVEXP.IMF,BOL,2009,22.81318092346191,,
XGOVEXP.IMF,BOL,2010,22.13941955566406,,
XGOVEXP.IMF,BOL,2011,18.24453926086426,,
XGOVEXP.IMF,BOL,2012,18.39156913757324,,
XGOVEXP.IMF,BOL,2013,19.19638061523438,,
XGOVEXP.IMF,BOL,2014,18.1302604675293,,
XGOVEXP.IMF,BOL,2015,18.29406929016113,,
XGOVEXP.IMF,BOL,2016,20.37919044494629,,
XGOVEXP.IMF,BOL,2017,20.95578956604004,,
XGOVEXP.IMF,BOL,2018,21.25337982177734,,
XGOVEXP.IMF,BOL,2019,22.38405990600586,,
XGOVEXP.IMF,BOL,2020,22.94177055358887,,
XGOVEXP.IMF,BOL,2021,22.90138053894043,,
XGOVEXP.IMF,BOL,2022,21.05133819661525,,
XGOVEXP.IMF,BOL,2023,10.8,,
XGOVEXP.IMF,BOL,2024,10.8300258323982,,
XGOVEXP.IMF,BRA,2001,9.659440040588379,,
XGOVEXP.IMF,BRA,2002,8.428790092468262,,
XGOVEXP.IMF,BRA,2004,10.01616954803467,,
XGOVEXP.IMF,BRA,2005,10.69752025604248,,
XGOVEXP.IMF,BRA,2006,11.44332981109619,,
XGOVEXP.IMF,BRA,2007,12.32724952697754,,
XGOVEXP.IMF,BRA,2008,13.19997024536133,,
XGOVEXP.IMF,BRA,2009,13.47807025909424,,
XGOVEXP.IMF,BRA,2010,14.29500961303711,,
XGOVEXP.IMF,BRA,2011,14.57406997680664,,
XGOVEXP.IMF,BRA,2012,14.89486980438232,,
XGOVEXP.IMF,BRA,2013,14.67778968811035,,
XGOVEXP.IMF,BRA,2014,14.35914039611816,,
XGOVEXP.IMF,BRA,2015,13.51146030426025,,
XGOVEXP.IMF,BRA,2016,13.8761100769043,,
XGOVEXP.IMF,BRA,2017,14.26830959320068,,
XGOVEXP.IMF,BRA,2018,13.78094005584717,,
XGOVEXP.IMF,BRA,2019,13.85472011566162,,
XGOVEXP.IMF,BRA,2020,12.49825000762939,,
XGOVEXP.IMF,BRA,2021,13.61616039276123,,
XGOVEXP.IMF,BRA,2022,12.93400955200195,,
XGOVEXP.IMF,BRB,2000,22.15035057067871,,
XGOVEXP.IMF,BRB,2001,26.88882064819336,,
XGOVEXP.IMF,BRB,2002,24.72448921203613,,
XGOVEXP.IMF,BRB,2003,18.58456039428711,,
XGOVEXP.IMF,BRB,2004,18.61813926696777,,
XGOVEXP.IMF,BRB,2005,18.24297904968262,,
XGOVEXP.IMF,BRB,2007,17.22097015380859,,
XGOVEXP.IMF,BRB,2008,15.71065044403076,,
XGOVEXP.IMF,BRB,2009,16.1005802154541,,
XGOVEXP.IMF,BRB,2010,18.0963306427002,,
XGOVEXP.IMF,BRB,2012,16.70269012451172,,
XGOVEXP.IMF,BRB,2013,14.84482002258301,,
XGOVEXP.IMF,BRB,2014,17.45105934143066,,
XGOVEXP.IMF,BRB,2015,17.80954719358017,,
XGOVEXP.IMF,BRB,2016,13.36244964599609,,
XGOVEXP.IMF,BRB,2017,12.879150390625,,
XGOVEXP.IMF,BRB,2018,16.3585713461348,,
XGOVEXP.IMF,BRB,2019,13.85986042022705,,
XGOVEXP.IMF,BRB,2020,16.14246940612793,,
XGOVEXP.IMF,BRB,2021,14.84473037719727,,
XGOVEXP.IMF,BRB,2022,12.73071956634521,,
XGOVEXP.IMF,BRB,2023,12.4731502532959,,
